"Title","Authors","Editors","YearPublished","URL","DateAdded","Access type","Pub ID"
"Acts of the Privy Council of England Volume 6, 1556-1558","","Dasent, John Roche","1893","https://www.british-history.ac.uk/acts-privy-council/vol6","2010-09-09T23:00:00","Free content, Free page scans","1181"
"Acts of the Privy Council of England Volume 7, 1558-1570","","Dasent, John Roche","1893","https://www.british-history.ac.uk/acts-privy-council/vol7","2010-09-09T23:00:00","Free content, Free page scans","1182"
"Acts of the Privy Council of England Volume 8, 1571-1575","","Dasent, John Roche","1894","https://www.british-history.ac.uk/acts-privy-council/vol8","2010-09-09T23:00:00","Free content, Free page scans","1183"
"Acts of the Privy Council of England Volume 9, 1575-1577","","Dasent, John Roche","1894","https://www.british-history.ac.uk/acts-privy-council/vol9","2010-09-09T23:00:00","Free content, Free page scans","1184"
"Additional Material For the History of the Grey Friars, London","","Kingsford, C L","1922","https://www.british-history.ac.uk/no-series/grey-friars-additional","2006-11-23T00:00:00","Free content","458"
"Agas Map of London 1561","","","1633","https://www.british-history.ac.uk/no-series/london-map-agas/1561","2004-04-26T00:00:00","Free content","57"
"Alumni Oxonienses 1500-1714","","Foster, Joseph","1891","https://www.british-history.ac.uk/alumni-oxon/1500-1714","2010-07-29T23:00:00","Free content","1270"
"An Abstract of Feet of Fines For the County of Sussex: Vol. 1, 1190-1248","","Salzmann, L F","1903","https://www.british-history.ac.uk/feet-of-fines-sussex/vol1","2007-10-04T23:00:00","Free content","511"
"An Abstract of Feet of Fines For the County of Sussex: Vol. 2, 1249-1307","","Salzmann, L F","1908","https://www.british-history.ac.uk/feet-of-fines-sussex/vol2","2007-10-04T23:00:00","Free content","512"
"An Abstract of Feet of Fines For the County of Sussex: Vol. 3, 1308-1509","","Salzmann, L F","1916","https://www.british-history.ac.uk/feet-of-fines-sussex/vol3","2007-10-04T23:00:00","Free content","514"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 1","Blomefield, Francis","","1805","https://www.british-history.ac.uk/topographical-hist-norfolk/vol1","2008-09-02T23:00:00","Free content","428"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 10","Blomefield, Francis","","1809","https://www.british-history.ac.uk/topographical-hist-norfolk/vol10","2009-12-11T00:00:00","Free content","437"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 11","Blomefield, Francis","","1810","https://www.british-history.ac.uk/topographical-hist-norfolk/vol11","2010-01-15T00:00:00","Free content","438"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 2","Blomefield, Francis","","1805","https://www.british-history.ac.uk/topographical-hist-norfolk/vol2","2008-09-18T23:00:00","Free content","429"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 3, the History of the City and County of Norwich, Part I","Blomefield, Francis","","1806","https://www.british-history.ac.uk/topographical-hist-norfolk/vol3","2009-03-20T00:00:00","Free content","430"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 4, the History of the City and County of Norwich, Part II","Blomefield, Francis","","1806","https://www.british-history.ac.uk/topographical-hist-norfolk/vol4","2009-03-20T00:00:00","Free content","431"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 5","Blomefield, Francis","","1806","https://www.british-history.ac.uk/topographical-hist-norfolk/vol5","2009-04-23T23:00:00","Free content","432"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 6","Blomefield, Francis","","1807","https://www.british-history.ac.uk/topographical-hist-norfolk/vol6","2009-04-23T23:00:00","Free content","433"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 7","Blomefield, Francis","","1807","https://www.british-history.ac.uk/topographical-hist-norfolk/vol7","2009-08-06T23:00:00","Free content","434"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 8","Blomefield, Francis","","1808","https://www.british-history.ac.uk/topographical-hist-norfolk/vol8","2009-08-06T23:00:00","Free content","435"
"An Essay Towards A Topographical History of the County of Norfolk: Volume 9","Blomefield, Francis","","1808","https://www.british-history.ac.uk/topographical-hist-norfolk/vol9","2009-08-06T23:00:00","Free content","436"
"An Inventory of the Historical Monuments in Buckinghamshire, Volume 1, South","","","1912","https://www.british-history.ac.uk/rchme/bucks/vol1","2013-01-18T00:00:00","Free content","1302"
"An Inventory of the Historical Monuments in Buckinghamshire, Volume 2, North","","","1913","https://www.british-history.ac.uk/rchme/bucks/vol2","2013-01-18T00:00:00","Free content","1303"
"An Inventory of the Historical Monuments in City of York, Volume 1, Eburacum, Roman York","","","1962","https://www.british-history.ac.uk/rchme/york/vol1","2013-05-22T23:00:00","Free content","1320"
"An Inventory of the Historical Monuments in City of York, Volume 2, the Defences","","","1972","https://www.british-history.ac.uk/rchme/york/vol2","2013-05-22T23:00:00","Free content","1321"
"An Inventory of the Historical Monuments in City of York, Volume 3, South west","","","1972","https://www.british-history.ac.uk/rchme/york/vol3","2013-05-22T23:00:00","Free content","1322"
"An Inventory of the Historical Monuments in City of York, Volume 4, Outside the City Walls East of the Ouse","","","1975","https://www.british-history.ac.uk/rchme/york/vol4","2013-05-22T23:00:00","Free content","1323"
"An Inventory of the Historical Monuments in City of York, Volume 5, Central","","","1981","https://www.british-history.ac.uk/rchme/york/vol5","2013-05-22T23:00:00","Free content","1324"
"An Inventory of the Historical Monuments in Dorset, Volume 1, West","","","1952","https://www.british-history.ac.uk/rchme/dorset/vol1","2013-06-26T23:00:00","Free content","1312"
"An Inventory of the Historical Monuments in Dorset, Volume 2, South east","","","1970","https://www.british-history.ac.uk/rchme/dorset/vol2","2013-06-26T23:00:00","Free content","1313"
"An Inventory of the Historical Monuments in Dorset, Volume 3, Central","","","1970","https://www.british-history.ac.uk/rchme/dorset/vol3","2013-06-26T23:00:00","Free content","1314"
"An Inventory of the Historical Monuments in Dorset, Volume 4, North","","","1972","https://www.british-history.ac.uk/rchme/dorset/vol4","2013-06-26T00:00:00","Free content","1315"
"An Inventory of the Historical Monuments in Dorset, Volume 5, East","","","1975","https://www.british-history.ac.uk/rchme/dorset/vol5","2013-06-26T23:00:00","Free content","1316"
"An Inventory of the Historical Monuments in Essex, Volume 1, North West","","","1916","https://www.british-history.ac.uk/rchme/essex/vol1","2012-10-17T23:00:00","Free content","1288"
"An Inventory of the Historical Monuments in Essex, Volume 2, Central and South west","","","1921","https://www.british-history.ac.uk/rchme/essex/vol2","2012-11-29T00:00:00","Free content","1289"
"An Inventory of the Historical Monuments in Essex, Volume 3, North East","","","1922","https://www.british-history.ac.uk/rchme/essex/vol3","2012-10-17T23:00:00","Free content","1290"
"An Inventory of the Historical Monuments in Essex, Volume 4, South east","","","1923","https://www.british-history.ac.uk/rchme/essex/vol4","2012-11-29T00:00:00","Free content","1291"
"An Inventory of the Historical Monuments in Herefordshire, Volume 1, South west","","","1931","https://www.british-history.ac.uk/rchme/heref/vol1","2013-01-10T00:00:00","Free content","1299"
"An Inventory of the Historical Monuments in Herefordshire, Volume 2, East","","","1932","https://www.british-history.ac.uk/rchme/heref/vol2","2013-01-10T00:00:00","Free content","1300"
"An Inventory of the Historical Monuments in Herefordshire, Volume 3, North West","","","1934","https://www.british-history.ac.uk/rchme/heref/vol3","2013-01-10T00:00:00","Free content","1301"
"An Inventory of the Historical Monuments in Hertfordshire","","","1910","https://www.british-history.ac.uk/rchme/herts","2013-02-07T00:00:00","Free content","1304"
"An Inventory of the Historical Monuments in Huntingdonshire","","","1926","https://www.british-history.ac.uk/rchme/hunts","2013-02-07T00:00:00","Free content","1305"
"An Inventory of the Historical Monuments in London, Volume 1, Westminster Abbey","","","1924","https://www.british-history.ac.uk/rchme/london/vol1","2012-11-29T00:00:00","Free content","1292"
"An Inventory of the Historical Monuments in London, Volume 2, West London","","","1925","https://www.british-history.ac.uk/rchme/london/vol2","2012-10-17T23:00:00","Free content","1293"
"An Inventory of the Historical Monuments in London, Volume 3, Roman London","","","1928","https://www.british-history.ac.uk/rchme/london/vol3","2013-04-25T23:00:00","Free content","1294"
"An Inventory of the Historical Monuments in London, Volume 4, the City","","","1929","https://www.british-history.ac.uk/rchme/london/vol4","2012-11-29T00:00:00","Free content","1295"
"An Inventory of the Historical Monuments in London, Volume 5, East London","","","1930","https://www.british-history.ac.uk/rchme/london/vol5","2012-10-17T23:00:00","Free content","1296"
"An Inventory of the Historical Monuments in Middlesex","","","1937","https://www.british-history.ac.uk/rchme/middx","2013-02-07T00:00:00","Free content","1306"
"An Inventory of the Historical Monuments in the City of Cambridge","","","1959","https://www.british-history.ac.uk/rchme/cambs","2013-07-10T23:00:00","Free content","1307"
"An Inventory of the Historical Monuments in the City of Oxford","","","1939","https://www.british-history.ac.uk/rchme/oxon","2013-01-10T00:00:00","Free content","1298"
"An Inventory of the Historical Monuments in the County of Cambridgeshire, Volume 1, West Cambridgshire","","","1968","https://www.british-history.ac.uk/rchme/cambs/vol1","2013-07-10T23:00:00","Free content","1310"
"An Inventory of the Historical Monuments in the County of Cambridgeshire, Volume 2, North-East Cambridgeshire","","","1972","https://www.british-history.ac.uk/rchme/cambs/vol2","2013-07-10T00:00:00","Free content","1311"
"An Inventory of the Historical Monuments in the County of Northamptonshire, Volume 1, Archaeological Sites in North-East Northamptonshire","","","1975","https://www.british-history.ac.uk/rchme/northants/vol1","2013-03-11T00:00:00","Free content","1325"
"An Inventory of the Historical Monuments in the County of Northamptonshire, Volume 2, Archaeological Sites in Central Northamptonshire","","","1979","https://www.british-history.ac.uk/rchme/northants/vol2","2013-04-15T23:00:00","Free content","1326"
"An Inventory of the Historical Monuments in the County of Northamptonshire, Volume 3, Archaeological Sites in North-West Northamptonshire","","","1981","https://www.british-history.ac.uk/rchme/northants/vol3","2013-04-09T23:00:00","Free content","1327"
"An Inventory of the Historical Monuments in the County of Northamptonshire, Volume 4, Archaeological Sites in South-West Northamptonshire","","","1982","https://www.british-history.ac.uk/rchme/northants/vol4","2013-04-09T23:00:00","Free content","1328"
"An Inventory of the Historical Monuments in the County of Northamptonshire, Volume 5, Archaeology and Churches in Northampton","","","1985","https://www.british-history.ac.uk/rchme/northants/vol5","2013-04-18T23:00:00","Free content","1329"
"An Inventory of the Historical Monuments in the County of Northamptonshire, Volume 6, Architectural Monuments in North Northamptonshire","","","1984","https://www.british-history.ac.uk/rchme/northants/vol6","2013-04-18T23:00:00","Free content","1330"
"An Inventory of the Historical Monuments in the Town of Stamford","","","1977","https://www.british-history.ac.uk/rchme/stamford","2013-07-10T23:00:00","Free content","1318"
"An Inventory of the Historical Monuments in Westmorland","","","1936","https://www.british-history.ac.uk/rchme/westm","2013-01-10T00:00:00","Free content","1297"
"Analytical Index to the Series of Records Known as the Remembrancia 1579-1664","","Overall, W H;Overall, H C","1878","https://www.british-history.ac.uk/no-series/index-remembrancia/1579-1664","2007-01-18T00:00:00","Free content","581"
"Ancient and Historical Monuments in the City of Salisbury","","","1977","https://www.british-history.ac.uk/rchme/salisbury","2013-07-10T23:00:00","Free content","1319"
"Ancient and Historical Monuments in the County of Gloucester Iron Age and Romano-British Monuments in the Gloucestershire Cotswolds","","","1976","https://www.british-history.ac.uk/rchme/ancient-glos","2013-07-10T00:00:00","Free content","1317"
"Annales Cestrienses Chronicle of the Abbey of S. Werburg, At Chester","","Christie, Richard Copley","1887","https://www.british-history.ac.uk/lancs-ches-record-soc/vol14","2007-10-18T23:00:00","Free content","479"
"Borough Market Privileges: the Hinterland of Medieval London, C.1400","Kleineke, Hannes","","2006","https://www.british-history.ac.uk/no-series/borough-market-privileges/1400","2006-10-31T00:00:00","Free content","345"
"Bristol Town Duties A Collection of Original and Interesting Documents [Etc.]","Bush, Henry","","1828","https://www.british-history.ac.uk/no-series/bristol-duties","2009-03-06T00:00:00","Free content","1149"
"Calendar of Documents Preserved in France 918-1206","","Round, J Horace","1899","https://www.british-history.ac.uk/cal-state-papers/france/918-1206","2009-03-06T00:00:00","Free content","959"
"Calendar of Early Mayor's Court Rolls: 1298-1307","","Thomas, A H","1924","https://www.british-history.ac.uk/no-series/mayor-court-rolls/1298-1307","2004-11-15T00:00:00","Free content","175"
"Calendar of Inquisitions Post Mortem, Volume 17, Richard II","Dawes, M. C. B.;Johnson, H. C.;Condon, M. M.;Cook, C. A.;Jones, H. E.","","1988","https://www.british-history.ac.uk/inquis-post-mortem/vol17","2015-11-24T00:00:00","Free content","1480"
"Calendar of Inquisitions Post Mortem: Series 2, Volume 1, Henry VII","Maskelyne;Lyte, H. C. Maxwell","","1898","https://www.british-history.ac.uk/inquis-post-mortem/series2-vol1","2015-12-16T00:00:00","Free content","1484"
"Calendar of Inquisitions Post Mortem: Series 2, Volume 2, Henry VII","Maskelyne;Lyte, H. C. Maxwell","","1915","https://www.british-history.ac.uk/inquis-post-mortem/series2-vol2","2015-12-16T00:00:00","Free content","1485"
"Calendar of Inquisitions Post Mortem: Series 2, Volume 3, Henry VII","Flower, Cyril;Dawes, M. C. B.;Wood, A. C.","","1955","https://www.british-history.ac.uk/inquis-post-mortem/series2-vol3","2015-12-16T00:00:00","Free content","1486"
"Calendar of Inquisitions Post Mortem: Volume 1, Henry III","","Sharp, J E E S","1904","https://www.british-history.ac.uk/inquis-post-mortem/vol1","2009-03-06T00:00:00","Free content","1150"
"Calendar of Inquisitions Post Mortem: Volume 10, Edward III","Stamp, A. E.;Salisbury, E.;Atkinson, E. G.;O'Reilly, J. J.","","1921","https://www.british-history.ac.uk/inquis-post-mortem/vol10","2015-08-11T00:00:00","Free content","1472"
"Calendar of Inquisitions Post Mortem: Volume 11, Edward III","Dawes, M. C. B.","","1935","https://www.british-history.ac.uk/inquis-post-mortem/vol11","2015-08-19T00:00:00","Free content","1473"
"Calendar of Inquisitions Post Mortem: Volume 12, Edward III","Dawes, M. C. B.;Chapman, J. B. W.","","1938","https://www.british-history.ac.uk/inquis-post-mortem/vol12","2015-08-25T00:00:00","Free content","1474"
"Calendar of Inquisitions Post Mortem: Volume 13, Edward III","Stamp, A. E.;Chapman, J. B. W.;Dawes, M. C. B.;Wardle, D. B.","","1954","https://www.british-history.ac.uk/inquis-post-mortem/vol13","2015-09-02T00:00:00","Free content","1475"
"Calendar of Inquisitions Post Mortem: Volume 14, Edward III","Stamp, A. E.;Chapman, J. B. W.;Flower, Cyril;Dawes, M. C. B.;Hector, L. C. ","","1952","https://www.british-history.ac.uk/inquis-post-mortem/vol14","2015-09-03T00:00:00","Free content","1476"
"Calendar of Inquisitions Post Mortem: Volume 15, Richard II","Dawes, M. C. B.;Wood, A. C.;Gifford, D. H.","","1970","https://www.british-history.ac.uk/inquis-post-mortem/vol15","2015-09-09T00:00:00","Free content","1478"
"Calendar of Inquisitions Post Mortem: Volume 16, Richard II","Dawes, M. C. B.;Devine, M. R.;Jones, H. E.;Post, M. J. ","","1974","https://www.british-history.ac.uk/inquis-post-mortem/vol16","2015-09-09T00:00:00","Free content","1479"
"Calendar of Inquisitions Post Mortem: Volume 18, Henry IV","Kirby, J. L. ","","1987","https://www.british-history.ac.uk/inquis-post-mortem/vol18","2015-11-24T00:00:00","Free content, Premium page scans","1481"
"Calendar of Inquisitions Post Mortem: Volume 19, Henry IV","Kirby, J. L.","","1992","https://www.british-history.ac.uk/inquis-post-mortem/vol19","2015-11-24T00:00:00","Free content","1482"
"Calendar of Inquisitions Post Mortem: Volume 2, Edward I","","Sharp, J E E S","1906","https://www.british-history.ac.uk/inquis-post-mortem/vol2","2009-03-06T00:00:00","Free content","1151"
"Calendar of Inquisitions Post Mortem: Volume 20, Henry V","Kirby, J. L. ","","1995","https://www.british-history.ac.uk/inquis-post-mortem/vol20","2015-11-24T00:00:00","Free content","1483"
"Calendar of Inquisitions Post Mortem: Volume 3, Edward I","","J.E.E.S. Sharp;A.E. Stamp","1912","https://www.british-history.ac.uk/inquis-post-mortem/vol3","2014-12-18T00:00:00","Free content","1448"
"Calendar of Inquisitions Post Mortem: Volume 4, Edward I","Sharp, J E E S;Stamp, A E","","1913","https://www.british-history.ac.uk/inquis-post-mortem/vol4","2014-12-19T00:00:00","Free content","1449"
"Calendar of Inquisitions Post Mortem: Volume 5, Edward II","Sharp, J E E S;Stamp, A E","","1908","https://www.british-history.ac.uk/inquis-post-mortem/vol5","2015-05-01T00:00:00","Free content","1452"
"Calendar of Inquisitions Post Mortem: Volume 6, Edward II","Sharp, J E E S;Stamp, A E","","1910","https://www.british-history.ac.uk/inquis-post-mortem/vol6","2015-05-01T00:00:00","Free content","1453"
"Calendar of Inquisitions Post Mortem: Volume 7, Edward III","Sharp, J E E S;Stamp, A E","","1909","https://www.british-history.ac.uk/inquis-post-mortem/vol7","2015-05-07T00:00:00","Free content","1454"
"Calendar of Inquisitions Post Mortem: Volume 8, Edward III","Sharp, J. E. E. S.;Atkinson, E. G.;O'Reilly, J. J.","","1913","https://www.british-history.ac.uk/inquis-post-mortem/vol8","2015-05-11T00:00:00","Free content","1455"
"Calendar of Inquisitions Post Mortem: Volume 9, Edward III","Sharp, J. E. E. S.;Atkinson, E. G.;O'Reilly, J. J.;Morris, G. J.","","1916","https://www.british-history.ac.uk/inquis-post-mortem/vol9","2015-08-10T00:00:00","Free content","1471"
"Calendar of Letter-Books of the City of London: A, 1275-1298","","Sharpe, Reginald R","1899","https://www.british-history.ac.uk/london-letter-books/vola","2004-12-21T00:00:00","Free content","164"
"Calendar of Letter-Books of the City of London: B, 1275-1312","","Sharpe, Reginald R","1900","https://www.british-history.ac.uk/london-letter-books/volb","2005-05-05T23:00:00","Free content","165"
"Calendar of Letter-Books of the City of London: C, 1291-1309","","Sharpe, Reginald R","1901","https://www.british-history.ac.uk/london-letter-books/volc","2005-07-17T23:00:00","Free content","166"
"Calendar of Letter-Books of the City of London: D, 1309-1314","","Sharpe, Reginald R","1902","https://www.british-history.ac.uk/london-letter-books/vold","2005-07-17T23:00:00","Free content","167"
"Calendar of Letter-Books of the City of London: E, 1314-1337","","Sharpe, Reginald R","1903","https://www.british-history.ac.uk/london-letter-books/vole","2005-01-17T00:00:00","Free content","168"
"Calendar of Letter-Books of the City of London: F, 1337-1352","","Sharpe, Reginald R","1904","https://www.british-history.ac.uk/london-letter-books/volf","2005-07-17T23:00:00","Free content","169"
"Calendar of Letter-Books of the City of London: G, 1352-1374","","Sharpe, Reginald R","1905","https://www.british-history.ac.uk/london-letter-books/volg","2005-05-05T23:00:00","Free content","170"
"Calendar of Letter-Books of the City of London: H, 1375-1399","","Sharpe, Reginald R","1907","https://www.british-history.ac.uk/london-letter-books/volh","2005-05-05T23:00:00","Free content","171"
"Calendar of Letter-Books of the City of London: I, 1400-1422","","Sharpe, Reginald R","1909","https://www.british-history.ac.uk/london-letter-books/voli","2005-05-05T23:00:00","Free content","172"
"Calendar of Letter-Books of the City of London: K, Henry VI","","Sharpe, Reginald R","1911","https://www.british-history.ac.uk/london-letter-books/volk","2005-03-31T23:00:00","Free content","173"
"Calendar of Letter-Books of the City of London: L, Edward IV-Henry VII","","Sharpe, Reginald R","1912","https://www.british-history.ac.uk/london-letter-books/voll","2005-05-05T23:00:00","Free content","174"
"Calendar of Papal Registers Relating To Great Britain and Ireland:  Volume 5, 1398-1404","","Bliss, W H;Twemlow, J A","1904","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol5","2009-05-07T00:00:00","Free content","984"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 1, 1198-1304","","Bliss, W H","1893","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol1","2009-04-02T00:00:00","Free content","980"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 10, 1447-1455","","Twemlow, J A","1915","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol10","2009-09-17T00:00:00","Free content","989"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 11, 1455-1464","","Twemlow, J A","1921","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol11","2009-10-08T00:00:00","Free content","990"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 12, 1458-1471","","Twemlow, J A","1933","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol12","2009-10-08T00:00:00","Free content","991"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 13, 1471-1484","","Twemlow, J A","1955","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol13","2009-11-06T00:00:00","Free content","992"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 14, 1484-1492","","Twemlow, J A","1960","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol14","2009-11-06T00:00:00","Free content","994"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 2, 1305-1342","","Bliss, W H","1895","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol2","2009-04-02T00:00:00","Free content","981"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 3, 1342-1362","","Bliss, W H;Johnson, C","1897","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol3","2009-04-02T00:00:00","Free content","982"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 4, 1362-1404","","Bliss, W H;Twemlow, J A","1902","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol4","2009-05-07T00:00:00","Free content","983"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 6, 1404-1415","","Bliss, W H;Twemlow, J A","1904","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol6","2009-05-07T00:00:00","Free content","985"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 7, 1417-1431","","Twemlow, J A","1906","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol7","2009-06-11T00:00:00","Free content","986"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 8, 1427-1447","","Twemlow, J A","1909","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol8","2009-06-18T00:00:00","Free content","987"
"Calendar of Papal Registers Relating To Great Britain and Ireland: Volume 9, 1431-1447","","Twemlow, J A","1912","https://www.british-history.ac.uk/cal-papal-registers/brit-ie/vol9","2009-06-18T00:00:00","Free content","988"
"Calendar of State Papers and Manuscripts in the Archives and Collections of Milan 1385-1618","","Hinds, Allen B","1912","https://www.british-history.ac.uk/cal-state-papers/milan/1385-1618","2008-08-21T23:00:00","Free content","1038"
"Calendar of State Papers Colonial, America and West Indies: Addenda For 1688-1696","","","1969","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/addenda/1688-96","2008-02-08T00:00:00","Free content","777"
"Calendar of State Papers Colonial, America and West Indies: Volume 1, 1574-1660","","Sainsbury, W Noel","1860","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol1","2007-12-07T00:00:00","Free content","758"
"Calendar of State Papers Colonial, America and West Indies: Volume 10, 1677-1680","","Sainsbury, W Noel;Fortescue, J W","1896","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol10","2008-01-18T00:00:00","Free content","768"
"Calendar of State Papers Colonial, America and West Indies: Volume 11, 1681-1685","","Fortescue, J W","1898","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol11","2008-01-18T00:00:00","Free content","769"
"Calendar of State Papers Colonial, America and West Indies: Volume 12 1685-1688 and Addenda 1653-1687","","Fortescue, J W","1899","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol12","2008-01-25T00:00:00","Free content","770"
"Calendar of State Papers Colonial, America and West Indies: Volume 13, 1689-1692","","Fortescue, J W","1901","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol13","2008-02-01T00:00:00","Free content","771"
"Calendar of State Papers Colonial, America and West Indies: Volume 14, 1693-1696","","Fortescue, J W","1903","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol14","2008-02-01T00:00:00","Free content","772"
"Calendar of State Papers Colonial, America and West Indies: Volume 15, 1696-1697","","Fortescue, J W","1904","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol15","2008-02-05T00:00:00","Free content","773"
"Calendar of State Papers Colonial, America and West Indies: Volume 16, 1697-1698","","Fortescue, J W","1905","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol16","2008-01-25T00:00:00","Free content","774"
"Calendar of State Papers Colonial, America and West Indies: Volume 17, 1699 and Addenda 1621-1698","","Headlam, Cecil","1908","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol17","2008-02-01T00:00:00","Free content","775"
"Calendar of State Papers Colonial, America and West Indies: Volume 18, 1700","","Headlam, Cecil","1910","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol18","2008-02-15T00:00:00","Free content","776"
"Calendar of State Papers Colonial, America and West Indies: Volume 19, 1701","","Headlam, Cecil","1910","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol19","2008-02-08T00:00:00","Free content","778"
"Calendar of State Papers Colonial, America and West Indies: Volume 20, 1702","","Headlam, Cecil","1912","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol20","2008-02-08T00:00:00","Free content","779"
"Calendar of State Papers Colonial, America and West Indies: Volume 21, 1702-1703","","Headlam, Cecil","1913","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol21","2008-01-25T00:00:00","Free content","780"
"Calendar of State Papers Colonial, America and West Indies: Volume 22, 1704-1705","","Headlam, Cecil","1916","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol22","2008-02-01T00:00:00","Free content","781"
"Calendar of State Papers Colonial, America and West Indies: Volume 23, 1706-1708","","Headlam, Cecil","1916","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol23","2008-02-08T00:00:00","Free content","782"
"Calendar of State Papers Colonial, America and West Indies: Volume 24, 1708-1709","","Headlam, Cecil","1922","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol24","2008-02-08T00:00:00","Free content","783"
"Calendar of State Papers Colonial, America and West Indies: Volume 25, 1710-1711","","Headlam, Cecil","1924","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol25","2008-02-08T00:00:00","Free content","784"
"Calendar of State Papers Colonial, America and West Indies: Volume 26, 1711-1712","","Headlam, Cecil","1925","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol26","2008-02-08T00:00:00","Free content","785"
"Calendar of State Papers Colonial, America and West Indies: Volume 27, 1712-1714","","Headlam, Cecil","1926","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol27","2008-02-08T00:00:00","Free content","786"
"Calendar of State Papers Colonial, America and West Indies: Volume 28, 1714-1715","","Headlam, Cecil","1928","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol28","2008-02-08T00:00:00","Free content","787"
"Calendar of State Papers Colonial, America and West Indies: Volume 29, 1716-1717","","Headlam, Cecil","1930","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol29","2008-02-15T00:00:00","Free content","788"
"Calendar of State Papers Colonial, America and West Indies: Volume 30, 1717-1718","","Headlam, Cecil","1930","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol30","2008-02-29T00:00:00","Free content","789"
"Calendar of State Papers Colonial, America and West Indies: Volume 31, 1719-1720","","Headlam, Cecil","1933","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol31","2008-02-29T00:00:00","Free content","790"
"Calendar of State Papers Colonial, America and West Indies: Volume 32, 1720-1721","","Headlam, Cecil","1933","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol32","2008-02-29T00:00:00","Free content","791"
"Calendar of State Papers Colonial, America and West Indies: Volume 33, 1722-1723","","Headlam, Cecil","1934","https://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol33","2008-03-14T00:00:00","Free content","792"
