"Title","Authors","Editors","YearPublished","URL","DateAdded","Access type","Pub ID"
"Calendar of Treasury Books, Volume 3, 1669-1672","","Shaw, William A","1908","https://www.british-history.ac.uk/cal-treasury-books/vol3","2008-07-24T23:00:00","Free content, Free page scans","892"
"Calendar of Treasury Books, Volume 30, 1716","","Shaw, William A;Slingsby, F H","1958","https://www.british-history.ac.uk/cal-treasury-books/vol30","2009-10-30T00:00:00","Free content, Free page scans","947"
"Calendar of Treasury Books, Volume 31, 1717","","Shaw, William A;Slingsby, F H","1960","https://www.british-history.ac.uk/cal-treasury-books/vol31","2009-10-30T00:00:00","Free content, Free page scans","949"
"Calendar of Treasury Books, Volume 32, 1718","","Shaw, William A;Slingsby, F H","1962","https://www.british-history.ac.uk/cal-treasury-books/vol32","2009-10-30T00:00:00","Free content, Free page scans","952"
"Calendar of Treasury Books, Volume 4, 1672-1675","","Shaw, William A","1909","https://www.british-history.ac.uk/cal-treasury-books/vol4","2008-07-24T23:00:00","Free content, Free page scans","894"
"Calendar of Treasury Books, Volume 5, 1676-1679","","Shaw, William A","1911","https://www.british-history.ac.uk/cal-treasury-books/vol5","2008-07-24T23:00:00","Free content, Free page scans","895"
"Calendar of Treasury Books, Volume 6, 1679-1680","","Shaw, William A","1913","https://www.british-history.ac.uk/cal-treasury-books/vol6","2008-07-24T23:00:00","Free content, Free page scans","897"
"Calendar of Treasury Books, Volume 7, 1681-1685","","Shaw, William A","1916","https://www.british-history.ac.uk/cal-treasury-books/vol7","2008-07-24T23:00:00","Free content, Free page scans","898"
"Calendar of Treasury Books, Volume 8, 1685-1689","","Shaw, William A","1923","https://www.british-history.ac.uk/cal-treasury-books/vol8","2009-01-09T00:00:00","Free content, Free page scans","901"
"Calendar of Treasury Books, Volume 9, 1689-1692","","Shaw, William A","1931","https://www.british-history.ac.uk/cal-treasury-books/vol9","2009-01-09T00:00:00","Free content, Free page scans","905"
"Calendar of Treasury Papers, Volume 1, 1556-1696","","Redington, Joseph","1868","https://www.british-history.ac.uk/cal-treasury-papers/vol1","2008-05-29T23:00:00","Free content, Free page scans","883"
"Calendar of Treasury Papers, Volume 2, 1697-1702","","Redington, Joseph","1871","https://www.british-history.ac.uk/cal-treasury-papers/vol2","2008-05-29T23:00:00","Free content, Free page scans","884"
"Calendar of Treasury Papers, Volume 3, 1702-1707","","Redington, Joseph","1874","https://www.british-history.ac.uk/cal-treasury-papers/vol3","2008-05-29T23:00:00","Free content, Free page scans","885"
"Calendar of Treasury Papers, Volume 4, 1708-1714","","Redington, Joseph","1974","https://www.british-history.ac.uk/cal-treasury-papers/vol4","2008-07-24T23:00:00","Free content, Free page scans","886"
"Calendar of Treasury Papers, Volume 5, 1714-1719","","Redington, Joseph","1883","https://www.british-history.ac.uk/cal-treasury-papers/vol5","2008-07-24T23:00:00","Free content, Free page scans","887"
"Calendar of Treasury Papers, Volume 6, 1720-1728","","Redington, Joseph","1889","https://www.british-history.ac.uk/cal-treasury-papers/vol6","2008-07-24T23:00:00","Free content, Free page scans","889"
"Calendar of Wills Proved and Enrolled in the Court of Husting, London: Part 1, 1258-1358","","Sharpe, R R","1889","https://www.british-history.ac.uk/court-husting-wills/vol1","2007-11-16T00:00:00","Free content","570"
"Calendar of Wills Proved and Enrolled in the Court of Husting, London: Part 2, 1358-1688","","Sharpe, R R","1890","https://www.british-history.ac.uk/court-husting-wills/vol2","2007-11-16T00:00:00","Free content","571"
"Cardiff Records: Volume 1","","Matthews, John Hobson","1898","https://www.british-history.ac.uk/cardiff-records/vol1","2006-09-21T23:00:00","Free content","373"
"Cardiff Records: Volume 2","","Matthews, John Hobson","1900","https://www.british-history.ac.uk/cardiff-records/vol2","2006-09-21T23:00:00","Free content","374"
"Cardiff Records: Volume 3","","Matthews, John Hobson","1901","https://www.british-history.ac.uk/cardiff-records/vol3","2006-10-17T23:00:00","Free content","375"
"Cardiff Records: Volume 4","","Matthews, John Hobson","1903","https://www.british-history.ac.uk/cardiff-records/vol4","2006-10-17T23:00:00","Free content","376"
"Cardiff Records: Volume 5","","Matthews, John Hobson","1905","https://www.british-history.ac.uk/cardiff-records/vol5","2006-10-17T23:00:00","Free content","377"
"Chamber Accounts of the Sixteenth Century","","Masters, Betty R","1984","https://www.british-history.ac.uk/london-record-soc/vol20","2007-08-12T00:00:00","Free content","592"
"Charters and Documents Relating To the City of Glasgow 1175-1649 Part 1","","Marwick, J D","1897","https://www.british-history.ac.uk/glasgow-charters/1175-1649/no1","2006-08-31T23:00:00","Free content","380"
"Charters and Documents Relating To the City of Glasgow 1175-1649 Part 2","","Marwick, J D","1894","https://www.british-history.ac.uk/glasgow-charters/1175-1649/no2","2006-08-31T23:00:00","Free content","381"
"Chelsea Settlement and Bastardy Examinations, 1733-1766","","Hitchcock, Tim;Black, John","1999","https://www.british-history.ac.uk/london-record-soc/vol33","2015-07-03T00:00:00","Free content","1458"
"Chronicle of the Grey Friars of London Camden Society Old Series: Volume 53","","Nichols, J G","1852","https://www.british-history.ac.uk/camden-record-soc/vol53","2006-11-23T00:00:00","Free content","459"
"Chronicles of the Mayors and Sheriffs of London 1188-1274","","Riley, H T","1863","https://www.british-history.ac.uk/no-series/london-mayors-sheriffs/1188-1274","2007-10-04T23:00:00","Free content","560"
"City of London Livery Companies Commission. Report; Volume 1","City of London Livery Companies Commission","","1884","https://www.british-history.ac.uk/livery-companies-commission/vol1","2008-05-08T23:00:00","Free content","721"
"City of London Livery Companies Commission. Report; Volume 4","City of London Livery Companies Commission","","1884","https://www.british-history.ac.uk/livery-companies-commission/vol4","2008-07-31T23:00:00","Free content","724"
"City of London Tithe Assessments 1638-72","People in Place project","","[n.d.]","https://www.british-history.ac.uk/no-series/london-tithe-assessments/1638-72","2011-09-22T00:00:00","Free content","1278"
"City of London War Loans 1642","People in Place project","","2011","https://www.british-history.ac.uk/no-series/london-war-loans/1642","2011-05-26T23:00:00","Free content","1281"
"Committees for Repeal of the Test and Corporation Acts: Minutes 1786-90 and 1827-8","","Davis, Thomas W","1978","https://www.british-history.ac.uk/london-record-soc/vol14","2005-05-16T00:00:00","Free content","232"
"County of Middlesex. Calendar To the Sessions Records: New Series, Volume 1, 1612-14","","Hardy, William Le","1935","https://www.british-history.ac.uk/middx-sessions/vol1","2008-05-29T23:00:00","Free content","565"
"County of Middlesex. Calendar To the Sessions Records: New Series, Volume 2, 1614-15","","Hardy, William Le","1936","https://www.british-history.ac.uk/middx-sessions/vol2","2008-05-29T23:00:00","Free content","566"
"County of Middlesex. Calendar To the Sessions Records: New Series, Volume 3, 1615-16","","Hardy, William Le","1937","https://www.british-history.ac.uk/middx-sessions/vol3","2008-05-29T23:00:00","Free content","567"
"County of Middlesex. Calendar To the Sessions Records: New Series, Volume 4, 1616-18","","Hardy, William Le","1941","https://www.british-history.ac.uk/middx-sessions/vol4","2008-05-29T23:00:00","Free content","568"
"Court of Common Pleas: the National Archives, Cp40 1399-1500","Mackman, Jonathan;Stevens, Matthew","","2010","https://www.british-history.ac.uk/no-series/common-pleas/1399-1500","2010-09-09T23:00:00","Free content","1272"
"Cumberland Lay Subsidy Fifteenth and Tenth, 6 Edw. III","","Steel, J P","1912","https://www.british-history.ac.uk/no-series/cumberland-lay-subsidy-edw3","2006-07-26T23:00:00","Free content","385"
"Diary of Thomas Burton Esq: Volume 1, July 1653 - April 1657","","Rutt, John Towill","1828","https://www.british-history.ac.uk/burton-diaries/vol1","2005-02-08T00:00:00","Free content, Free page scans","214"
"Diary of Thomas Burton Esq: Volume 2, April 1657 - February 1658","","Rutt, John Towill","1828","https://www.british-history.ac.uk/burton-diaries/vol2","2005-02-08T00:00:00","Free content, Free page scans","215"
"Diary of Thomas Burton Esq: Volume 3, January - March 1659","","Rutt, John Towill","1828","https://www.british-history.ac.uk/burton-diaries/vol3","2005-02-08T00:00:00","Free content, Free page scans","216"
"Diary of Thomas Burton Esq: Volume 4, March - April 1659","","Rutt, John Towill","1828","https://www.british-history.ac.uk/burton-diaries/vol4","2005-02-08T00:00:00","Free content, Free page scans","217"
"Dictionary of English Furniture Makers 1660-1840","","Geoffrey Beard;Christopher Gilbert","1986","https://www.british-history.ac.uk/no-series/dict-english-furniture-makers","2018-10-22T00:00:00","Free content","1519"
"Dictionary of Traded Goods and Commodities 1550-1820","Cox, Nancy;Dannehl, Karin","","2007","https://www.british-history.ac.uk/no-series/traded-goods-dictionary/1550-1820","2007-05-10T00:00:00","Free content","739"
"Extracts From the Records of the Burgh of Edinburgh, 1403-1528","","Marwick, J D","1869","https://www.british-history.ac.uk/edinburgh-burgh-records/1403-1528","2007-06-04T23:00:00","Free content","600"
"Extracts From the Records of the Burgh of Edinburgh, 1528-1557","","Marwick, J D","1871","https://www.british-history.ac.uk/edinburgh-burgh-records/1528-57","2007-06-21T23:00:00","Free content","601"
"Extracts From the Records of the Burgh of Edinburgh, 1557-1571","","Marwick, J D","1875","https://www.british-history.ac.uk/edinburgh-burgh-records/1557-71","2007-06-21T23:00:00","Free content","602"
"Extracts From the Records of the Burgh of Edinburgh, 1573-1589","","Marwick, J D","1882","https://www.british-history.ac.uk/edinburgh-burgh-records/1573-89","2008-01-18T00:00:00","Free content","603"
"Extracts From the Records of the Burgh of Glasgow Vol. 1, 1573-1642","","Marwick, J D","1914","https://www.british-history.ac.uk/glasgow-burgh-records/vol1","2006-07-12T23:00:00","Free content","382"
"Extracts From the Records of the Burgh of Glasgow Vol. 2, 1630-1662","","Marwick, J D","1881","https://www.british-history.ac.uk/glasgow-burgh-records/vol2","2006-07-12T23:00:00","Free content","383"
"Extracts From the Records of the Burgh of Glasgow Vol. 3, 1663-1690","","Marwick, J D","1905","https://www.british-history.ac.uk/glasgow-burgh-records/vol3","2006-07-12T23:00:00","Free content","384"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 1, St. Paul's, London","","Greenway, Diana E","1968","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol1","2005-03-15T00:00:00","Free content","122"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 2, Monastic Cathedrals (Northern and Southern Provinces)","","Greenway, Diana E","1971","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol2","2005-03-15T00:00:00","Free content","123"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 3, Lincoln","","Greenway, Diana E","1977","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol3","2005-03-15T00:00:00","Free content","124"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 4, Salisbury","","Greenway, Diana E","1991","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol4","2005-03-15T00:00:00","Free content","125"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 5, Chichester","","Greenway, Diana E","1996","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol5","2005-01-07T00:00:00","Free content","126"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 6, York","","Greenway, Diana E","1999","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol6","2003-09-19T23:00:00","Free content","29"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 7, Bath and Wells","","Greenway, Diana E","2001","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol7","2005-01-07T00:00:00","Free content","127"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 8, Hereford","","Barrow, J S","2002","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol8","2005-03-15T00:00:00","Free content","128"
"Fasti Ecclesiae Anglicanae 1066-1300: Volume 9, the Welsh Cathedrals (Bangor, Llandaff, St Asaph, St Davids)","","Pearson, M J","2003","https://www.british-history.ac.uk/fasti-ecclesiae/1066-1300/vol9","2005-01-07T00:00:00","Free content","129"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 1, Lincoln Diocese","","King, H P F","1962","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol1","2005-03-15T00:00:00","Free content","130"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 10, Coventry and Lichfield Diocese","","Jones, B","1964","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol10","2005-03-15T00:00:00","Free content","139"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 11, the Welsh Dioceses (Bangor, Llandaff, St Asaph, St Davids)","","Jones, B","1965","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol11","2005-03-15T00:00:00","Free content","140"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 12, Introduction and Errata","","Horn, Joyce M","1967","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol12","2004-12-08T00:00:00","Free content","141"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 2, Hereford Diocese","","Horn, Joyce M","1962","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol2","2005-03-15T00:00:00","Free content","131"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 3, Salisbury Diocese","","Horn, Joyce M","1962","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol3","2005-03-15T00:00:00","Free content","132"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 4, Monastic Cathedrals (Southern Province)","","Jones, B","1963","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol4","2005-03-15T00:00:00","Free content","133"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 5, St Paul's, London","","Horn, Joyce M","1963","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol5","2005-03-15T00:00:00","Free content","134"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 6, Northern Province (York, Carlisle and Durham)","","Jones, B","1963","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol6","2005-03-15T00:00:00","Free content","135"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 7, Chichester Diocese","","Horn, Joyce M","1964","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol7","2005-03-15T00:00:00","Free content","136"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 8, Bath and Wells Diocese","","Jones, B","1964","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol8","2005-03-15T00:00:00","Free content","137"
"Fasti Ecclesiae Anglicanae 1300-1541: Volume 9, Exeter Diocese","","Horn, Joyce M","1964","https://www.british-history.ac.uk/fasti-ecclesiae/1300-1541/vol9","2005-03-15T00:00:00","Free content","138"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 1, St. Paul's, London","","Horn, Joyce M","1969","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1857/vol1","2005-01-11T00:00:00","Free content","142"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 10, Coventry and Lichfield Diocese","","Horn, Joyce M","2003","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol10","2005-01-11T00:00:00","Free content","151"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 11, Carlisle, Chester, Durham, Manchester, Ripon, and Sodor and Man Dioceses","Horn, Joyce M;Smith, David M;Mussett, Patrick","","2004","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol11","2006-05-18T23:00:00","Free content","228"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 2, Chichester Diocese","","Horn, Joyce M","1971","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol2","2005-01-11T00:00:00","Free content","143"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 3, Canterbury, Rochester and Winchester Dioceses","","Horn, Joyce M","1974","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol3","2005-01-11T00:00:00","Free content","144"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 4, York Diocese","","Horn, Joyce M;Smith, David M","1975","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol4","2005-01-11T00:00:00","Free content","145"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 5, Bath and Wells Diocese","","Horn, Joyce M;Bailey, Derrick Sherwin","1979","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol5","2005-01-11T00:00:00","Free content","146"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 6, Salisbury Diocese","","Horn, Joyce M","1986","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol6","2005-01-11T00:00:00","Free content","147"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 7, Ely, Norwich, Westminster and Worcester Dioceses","","Horn, Joyce M","1992","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol7","2005-01-11T00:00:00","Free content","148"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 8, Bristol, Gloucester, Oxford and Peterborough Dioceses","","Horn, Joyce M","1996","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol8","2005-01-11T00:00:00","Free content","149"
"Fasti Ecclesiae Anglicanae 1541-1857: Volume 9, Lincoln Diocese","","Horn, Joyce M;Smith, David M","1999","https://www.british-history.ac.uk/fasti-ecclesiae/1541-1847/vol9","2005-01-11T00:00:00","Free content","150"
"Feet of Fines of the Tudor Period [Yorks]: Part 1, 1486-1571","","Collins, Francis","1887","https://www.british-history.ac.uk/feet-of-fines-yorks/vol1","2006-09-13T23:00:00","Free content","394"
"Feet of Fines of the Tudor Period [Yorks]: Part 2, 1571-83","","Collins, Francis","1888","https://www.british-history.ac.uk/feet-of-fines-yorks/vol2","2006-09-13T23:00:00","Free content","395"
"Feet of Fines of the Tudor Period [Yorks]: Part 3, 1583-94","","Collins, Francis","1889","https://www.british-history.ac.uk/feet-of-fines-yorks/vol3","2006-09-13T23:00:00","Free content","396"
"Feet of Fines of the Tudor Period [Yorks]: Part 4, 1594-1603","","Collins, Francis","1890","https://www.british-history.ac.uk/feet-of-fines-yorks/vol4","2006-09-13T23:00:00","Free content","397"
"Final Concords For Lancashire, Part 1, 1189-1307","","Farrer, William","1899","https://www.british-history.ac.uk/lancs-final-concords/vol1","2007-01-05T00:00:00","Free content","480"
"Final Concords For Lancashire, Part 2, 1307-77","","Farrer, William","1902","https://www.british-history.ac.uk/lancs-final-concords/vol2","2007-01-05T00:00:00","Free content","481"
"Final Concords For Lancashire, Part 3, 1377-1509","","Farrer, William","1905","https://www.british-history.ac.uk/lancs-final-concords/vol3","2007-01-05T00:00:00","Free content","482"
"Final Concords For Lancashire, Part 4, 1509-1558","","Farrer, William","1910","https://www.british-history.ac.uk/lancs-final-concords/vol4","2007-01-05T00:00:00","Free content","483"
"Final Concords of the County of Lincoln 1244-1272","","Foster, C W","1920","https://www.british-history.ac.uk/lincoln-record-soc/vol2","2007-02-19T00:00:00","Free content","409"
"Finance and Trade Under Edward III the London Lay Subsidy of 1332","","Unwin, George","1918","https://www.british-history.ac.uk/manchester-uni/london-lay-subsidy/1332","2004-12-17T00:00:00","Free content","177"
"Four Shillings in the Pound Aid 1693/4: the City of London, the City of Westminster, Middlesex","Keene, Derek;Earle, Peter;Spence, Craig;Barnes, Janet","","1992","https://www.british-history.ac.uk/no-series/london-4s-pound/1693-4","2003-06-30T00:00:00","Free content","26"
"Gazetteer of Markets and Fairs in England and Wales To 1516","","Letters, Samantha","2005","https://www.british-history.ac.uk/list-index-soc/markets-fairs-gazetteer-to-1516","2005-07-10T00:00:00","Free content","272"
"Grey's Debates of the House of Commons: Volume 1","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol1","2005-07-25T23:00:00","Free content, Free page scans","260"
"Grey's Debates of the House of Commons: Volume 10","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol10","2005-07-25T23:00:00","Free content, Free page scans","269"
"Grey's Debates of the House of Commons: Volume 2","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol2","2005-12-14T00:00:00","Free content, Free page scans","261"
"Grey's Debates of the House of Commons: Volume 3","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol3","2005-07-25T23:00:00","Free content, Free page scans","262"
"Grey's Debates of the House of Commons: Volume 4","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol4","2005-07-25T23:00:00","Free content, Free page scans","263"
"Grey's Debates of the House of Commons: Volume 5","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol5","2005-12-14T00:00:00","Free content, Free page scans","264"
"Grey's Debates of the House of Commons: Volume 6","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol6","2005-12-14T00:00:00","Free content, Free page scans","265"
"Grey's Debates of the House of Commons: Volume 7","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol7","2005-07-25T23:00:00","Free content, Free page scans","266"
"Grey's Debates of the House of Commons: Volume 8","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol8","2005-07-25T23:00:00","Free content, Free page scans","267"
"Grey's Debates of the House of Commons: Volume 9","","Grey, Anchitell","1769","https://www.british-history.ac.uk/greys-debates/vol9","2005-07-25T23:00:00","Free content, Free page scans","268"
"Historical Account of Newcastle-Upon-Tyne Including the Borough of Gateshead","Mackenzie, Eneas","","1827","https://www.british-history.ac.uk/no-series/newcastle-historical-account","2006-04-20T23:00:00","Free content","307"
"Historical Collections of Private Passages of State: Volume 1, 1618-29","Rushworth, John","","1721","https://www.british-history.ac.uk/rushworth-papers/vol1","2008-02-08T00:00:00","Free content","616"
"Historical Collections of Private Passages of State: Volume 2, 1629-38","Rushworth, John","","1721","https://www.british-history.ac.uk/rushworth-papers/vol2","2008-05-01T23:00:00","Free content","617"
"Historical Collections of Private Passages of State: Volume 3, 1639-40","Rushworth, John","","1721","https://www.british-history.ac.uk/rushworth-papers/vol3","2008-05-29T23:00:00","Free content","618"
"Historical Collections of Private Passages of State: Volume 4, 1640-42","Rushworth;John","","1721","https://www.british-history.ac.uk/rushworth-papers/vol4","2012-09-03T00:00:00","Free content","619"
"Historical Collections of Private Passages of State: Volume 5, 1642-45","Rushworth, John","","1721","https://www.british-history.ac.uk/rushworth-papers/vol5","2008-06-29T00:00:00","Free content","620"
"Historical Collections of Private Passages of State: Volume 6, 1645-47","Rushworth, John","","1722","https://www.british-history.ac.uk/rushworth-papers/vol6","2008-07-03T00:00:00","Free content","621"
"Historical Collections of Private Passages of State: Volume 7, 1647-48","Rushworth, John","","1721","https://www.british-history.ac.uk/rushworth-papers/vol7","2008-07-24T00:00:00","Free content","622"
"Historical Collections of Private Passages of State: Volume 8, 1640-41","Rushworth, John","","1721","https://www.british-history.ac.uk/rushworth-papers/vol8","2008-07-24T00:00:00","Free content","623"
"Historical Collections: Or, An Exact Account of the Proceedings of the Four Last Parliaments of Q. Elizabeth","Townshend, Heywood","","1680","https://www.british-history.ac.uk/no-series/parliament-proceedings-eliz1","2006-05-04T23:00:00","Free content","314"
"Historical Gazetteer of London Before the Great Fire Cheapside; Parishes of All Hallows Honey Lane, St Martin Pomary, St Mary Le Bow, St Mary Colechurch and St Pancras Soper Lane","Keene, D J;Harding, Vanessa","","1987","https://www.british-history.ac.uk/no-series/london-gazetteer-pre-fire","2003-12-15T00:00:00","Free content","8"
"History Theses 1901-1970: Historical research for higher degrees in the universities of the United Kingdom","","PM Jacobs","1976","https://www.british-history.ac.uk/no-series/theses-1901-70","2018-04-18T00:00:00","Free content","1512"
"History Theses 1970-2014: Historical research for higher degrees in the universities of the United Kingdom and the Republic of Ireland","","","","https://www.british-history.ac.uk/no-series/theses-1970-2014","2020-01-13T00:00:00","Free content","1528"
"James De La Feuille's Map of London c. 1690","","","1690","https://www.british-history.ac.uk/no-series/london-map-de-la-feuille/1690","2004-04-22T00:00:00","Free content","60"
"Joshua Johnson's Letterbook, 1771-1774: Letters from a Merchant in London to his Partners in Maryland","","Price, Jacob M","1979","https://www.british-history.ac.uk/london-record-soc/vol15","2005-05-16T00:00:00","Free content","233"
"Journal of the House of Commons: Volume 1, 1547-1629","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol1","2003-06-30T23:00:00","Free content, Free page scans","14"
"Journal of the House of Commons: Volume 10, 1688-1693","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol10","2004-10-19T23:00:00","Free content, Free page scans","115"
"Journal of the House of Commons: Volume 11, 1693-1697","","","1803","https://www.british-history.ac.uk/commons-jrnl/vol11","2005-05-30T23:00:00","Free content, Free page scans","258"
"Journal of the House of Commons: Volume 12, 1697-1699","","","1803","https://www.british-history.ac.uk/commons-jrnl/vol12","2005-06-19T23:00:00","Free content, Free page scans","259"
"Journal of the House of Commons: Volume 2, 1640-1643","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol2","2004-02-02T00:00:00","Free content, Free page scans","33"
"Journal of the House of Commons: Volume 3, 1643-1644","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol3","2003-06-18T23:00:00","Free content, Free page scans","9"
"Journal of the House of Commons: Volume 4, 1644-1646","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol4","2004-09-22T23:00:00","Free content, Free page scans","109"
"Journal of the House of Commons: Volume 5, 1646-1648","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol5","2004-09-27T23:00:00","Free content, Free page scans","110"
"Journal of the House of Commons: Volume 6, 1648-1651","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol6","2004-10-03T23:00:00","Free content, Free page scans","111"
"Journal of the House of Commons: Volume 7, 1651-1660","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol7","2004-10-07T23:00:00","Free content, Free page scans","112"
"Journal of the House of Commons: Volume 8, 1660-1667","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol8","2004-10-11T23:00:00","Free content, Free page scans","113"
"Journal of the House of Commons: Volume 85, 1830","","","[n.d.]","https://www.british-history.ac.uk/commons-jrnl/vol85","2004-06-02T00:00:00","Free content, Free page scans","46"
"Journal of the House of Commons: Volume 9, 1667-1687","","","1802","https://www.british-history.ac.uk/commons-jrnl/vol9","2004-10-17T23:00:00","Free content, Free page scans","114"
"Journal of the House of Lords Volume 23, 1727-1731","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol23","2009-07-26T23:00:00","Free content, Free page scans","1224"
"Journal of the House of Lords Volume 24, 1732-1737","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol24","2009-08-06T23:00:00","Free content, Free page scans","1225"
"Journal of the House of Lords Volume 25, 1737-1741","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol25","2009-07-30T23:00:00","Free content, Free page scans","1226"
"Journal of the House of Lords Volume 26, 1741-1746","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol26","2009-08-20T23:00:00","Free content, Free page scans","1227"
"Journal of the House of Lords Volume 27, 1746-1752","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol27","2009-08-20T23:00:00","Free content, Free page scans","1228"
"Journal of the House of Lords Volume 28, 1753-1756","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol28","2009-08-20T23:00:00","Free content, Free page scans","1229"
"Journal of the House of Lords Volume 29, 1756-1760","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol29","2009-08-27T23:00:00","Free content, Free page scans","1230"
"Journal of the House of Lords Volume 30, 1760-1764","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol30","2009-08-27T23:00:00","Free content, Free page scans","1231"
"Journal of the House of Lords Volume 31, 1765-1767","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol31","2012-07-24T23:00:00","Free content, Free page scans","1232"
"Journal of the House of Lords Volume 32, 1768-1770","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol32","2012-07-24T23:00:00","Free content, Free page scans","1233"
"Journal of the House of Lords Volume 33, 1770-1773","","","1767-1830","https://www.british-history.ac.uk/lords-jrnl/vol33","2012-07-24T23:00:00","Free content, Free page scans","1234"
